Date,Time,Police Station,City,State,Crime Type,Fir Number
2020-09-29,04:46:35,Park Street Police Station,Hyderabad,Telangana,Theft,FIR002895
2021-07-16,20:22:55,Connaught Place Police Station,Chennai,Tamil Nadu,Murder,FIR002896
2023-12-17,09:52:35,Nungambakkam Police Station,Bengaluru,Karnataka,Cyber Crime,FIR002897
2022-03-17,23:50:20,MG Road Police Station,Mumbai,Maharashtra,Kidnapping,FIR002898
2024-08-28,10:32:03,MG Road Police Station,Chennai,Tamil Nadu,Kidnapping,FIR002899
2021-12-29,00:02:02,Nungambakkam Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR002900
2023-10-27,15:19:01,Park Street Police Station,Jaipur,Rajasthan,Assault,FIR002901
2024-03-03,11:11:33,Connaught Place Police Station,Hyderabad,Telangana,Kidnapping,FIR002902
2021-05-20,05:21:27,MG Road Police Station,Ahmedabad,Gujarat,Theft,FIR002903
2022-05-24,15:58:46,Bandra Police Station,New Delhi,Delhi,Kidnapping,FIR002904
2021-11-20,20:40:22,Connaught Place Police Station,Bengaluru,Karnataka,Robbery,FIR002905
2024-02-13,05:46:26,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Fraud,FIR002906
2022-05-12,19:33:11,Lajpat Nagar Police Station,Kolkata,West Bengal,Fraud,FIR002907
2023-03-04,16:58:33,MG Road Police Station,Mumbai,Maharashtra,Robbery,FIR002908
2022-12-10,06:10:40,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR002909
2023-09-06,02:50:28,Park Street Police Station,Mumbai,Maharashtra,Robbery,FIR002910
2023-06-07,08:34:23,Sector 18 Police Station,New Delhi,Delhi,Assault,FIR002911
2022-07-22,04:30:52,Park Street Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR002912
2022-02-16,18:14:47,Bandra Police Station,Lucknow,Uttar Pradesh,Murder,FIR002913
2020-12-31,08:08:04,Connaught Place Police Station,Hyderabad,Telangana,Murder,FIR002914
2021-06-13,14:21:55,MG Road Police Station,Chennai,Tamil Nadu,Theft,FIR002915
2022-02-22,00:17:43,MG Road Police Station,Kolkata,West Bengal,Cyber Crime,FIR002916
2021-07-06,07:50:00,Nungambakkam Police Station,Hyderabad,Telangana,Fraud,FIR002917
2020-10-25,13:23:37,Sector 18 Police Station,New Delhi,Delhi,Theft,FIR002918
2022-07-28,12:27:29,Park Street Police Station,Kolkata,West Bengal,Assault,FIR002919
2020-12-31,19:59:02,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR002920
2022-04-01,10:55:31,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Assault,FIR002921
2023-08-05,23:36:26,Park Street Police Station,Lucknow,Uttar Pradesh,Assault,FIR002922
2023-09-06,09:36:59,Connaught Place Police Station,Ahmedabad,Gujarat,Kidnapping,FIR002923
2022-04-30,02:32:34,Sector 18 Police Station,Mumbai,Maharashtra,Assault,FIR002924
2024-07-20,14:40:53,MG Road Police Station,Patna,Bihar,Murder,FIR002925
2024-01-09,01:21:59,Cantonment Police Station,Hyderabad,Telangana,Cyber Crime,FIR002926
2022-08-12,23:29:00,Sector 18 Police Station,Kolkata,West Bengal,Robbery,FIR002927
2021-10-03,09:54:21,Connaught Place Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR002928
2022-10-16,14:25:33,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Theft,FIR002929
2023-10-28,09:33:53,Cantonment Police Station,Mumbai,Maharashtra,Assault,FIR002930
2024-02-20,04:31:44,Connaught Place Police Station,Jaipur,Rajasthan,Cyber Crime,FIR002931
2021-01-04,11:20:33,Sector 18 Police Station,Jaipur,Rajasthan,Theft,FIR002932
2024-01-26,23:57:15,MG Road Police Station,Patna,Bihar,Murder,FIR002933
2024-04-23,06:02:36,MG Road Police Station,Mumbai,Maharashtra,Fraud,FIR002934
2023-11-26,20:45:00,Connaught Place Police Station,Bengaluru,Karnataka,Fraud,FIR002935
2022-06-17,12:05:43,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR002936
2024-05-09,17:23:24,Connaught Place Police Station,Jaipur,Rajasthan,Assault,FIR002937
2023-04-23,23:54:38,Bandra Police Station,New Delhi,Delhi,Murder,FIR002938
2024-04-29,10:11:03,Cantonment Police Station,Bengaluru,Karnataka,Robbery,FIR002939
2021-11-11,23:36:14,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Theft,FIR002940
2021-01-18,07:59:10,Lajpat Nagar Police Station,Hyderabad,Telangana,Fraud,FIR002941
2022-10-09,11:51:48,Lajpat Nagar Police Station,Patna,Bihar,Fraud,FIR002942
2024-01-17,03:46:02,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR002943
2021-01-27,20:08:28,MG Road Police Station,Lucknow,Uttar Pradesh,Fraud,FIR002944
2020-09-18,18:36:45,Connaught Place Police Station,Bengaluru,Karnataka,Assault,FIR002945
2024-01-10,08:03:49,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR002946
2024-03-13,09:04:47,Sector 18 Police Station,Patna,Bihar,Cyber Crime,FIR002947
2021-08-05,14:15:12,Sector 18 Police Station,Mumbai,Maharashtra,Assault,FIR002948
2022-06-25,14:26:48,Cantonment Police Station,Mumbai,Maharashtra,Kidnapping,FIR002949
2021-06-03,01:54:46,Connaught Place Police Station,Mumbai,Maharashtra,Robbery,FIR002950
2021-08-12,10:21:39,Nungambakkam Police Station,Chennai,Tamil Nadu,Theft,FIR002951
2024-05-03,01:46:54,Bandra Police Station,Ahmedabad,Gujarat,Assault,FIR002952
2022-06-23,15:22:45,Nungambakkam Police Station,Chennai,Tamil Nadu,Robbery,FIR002953
2024-08-27,17:28:43,Cantonment Police Station,Kolkata,West Bengal,Theft,FIR002954
2023-08-30,18:26:13,Connaught Place Police Station,Mumbai,Maharashtra,Assault,FIR002955
2023-01-01,08:19:38,MG Road Police Station,Kolkata,West Bengal,Assault,FIR002956
2022-05-05,07:46:49,Nungambakkam Police Station,Patna,Bihar,Kidnapping,FIR002957
2023-08-18,14:59:35,Park Street Police Station,Mumbai,Maharashtra,Kidnapping,FIR002958
2024-09-14,01:19:10,Park Street Police Station,Lucknow,Uttar Pradesh,Robbery,FIR002959
2024-05-11,07:02:09,Lajpat Nagar Police Station,Jaipur,Rajasthan,Kidnapping,FIR002960
2023-02-19,19:23:34,MG Road Police Station,Lucknow,Uttar Pradesh,Theft,FIR002961
2023-08-05,04:00:21,Bandra Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR002962
2021-01-02,16:16:07,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Murder,FIR002963
2022-03-24,19:55:31,Sector 18 Police Station,Mumbai,Maharashtra,Fraud,FIR002964
2023-02-17,14:46:16,Sector 18 Police Station,Mumbai,Maharashtra,Kidnapping,FIR002965
2022-06-06,10:48:01,Park Street Police Station,Hyderabad,Telangana,Assault,FIR002966
2022-12-02,01:49:44,Sector 18 Police Station,Patna,Bihar,Kidnapping,FIR002967
2021-04-05,04:50:53,Lajpat Nagar Police Station,Kolkata,West Bengal,Cyber Crime,FIR002968
2024-02-23,08:33:31,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR002969
2022-05-31,04:55:39,Connaught Place Police Station,Mumbai,Maharashtra,Cyber Crime,FIR002970
2024-08-30,19:34:54,Nungambakkam Police Station,Jaipur,Rajasthan,Theft,FIR002971
2022-08-26,11:05:49,Sector 18 Police Station,Chennai,Tamil Nadu,Murder,FIR002972
2024-08-16,10:39:08,Connaught Place Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR002973
2023-11-11,17:58:19,Cantonment Police Station,Mumbai,Maharashtra,Murder,FIR002974
2021-11-20,20:50:35,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR002975
2021-11-15,16:54:33,Sector 18 Police Station,Bengaluru,Karnataka,Cyber Crime,FIR002976
2024-01-04,11:23:33,MG Road Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR002977
2020-11-18,02:43:14,Bandra Police Station,Lucknow,Uttar Pradesh,Fraud,FIR002978
2022-11-01,22:56:18,MG Road Police Station,Jaipur,Rajasthan,Kidnapping,FIR002979
2022-09-16,11:29:01,Cantonment Police Station,Lucknow,Uttar Pradesh,Robbery,FIR002980
2023-07-14,11:29:51,Sector 18 Police Station,Patna,Bihar,Kidnapping,FIR002981
2022-01-11,08:35:44,MG Road Police Station,New Delhi,Delhi,Assault,FIR002982
2024-02-15,17:34:57,Sector 18 Police Station,Bengaluru,Karnataka,Robbery,FIR002983
2022-12-29,23:23:20,Cantonment Police Station,Jaipur,Rajasthan,Theft,FIR002984
2020-10-01,22:14:20,Nungambakkam Police Station,Patna,Bihar,Fraud,FIR002985
2024-07-21,22:04:36,Park Street Police Station,Patna,Bihar,Fraud,FIR002986
2021-06-18,10:37:38,Park Street Police Station,Bengaluru,Karnataka,Murder,FIR002987
2021-09-01,07:12:38,Lajpat Nagar Police Station,Mumbai,Maharashtra,Assault,FIR002988
2023-03-18,04:09:52,Park Street Police Station,Mumbai,Maharashtra,Theft,FIR002989
2022-01-20,07:21:01,Park Street Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR002990
2022-01-08,15:07:55,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Theft,FIR002991
2022-10-18,04:04:25,Bandra Police Station,Bengaluru,Karnataka,Robbery,FIR002992
2021-08-24,00:25:22,Lajpat Nagar Police Station,Kolkata,West Bengal,Assault,FIR002993
2021-07-26,13:57:08,Park Street Police Station,Patna,Bihar,Fraud,FIR002994
2021-04-16,23:19:03,Cantonment Police Station,Lucknow,Uttar Pradesh,Assault,FIR002995
2021-06-02,12:14:57,Lajpat Nagar Police Station,New Delhi,Delhi,Cyber Crime,FIR002996
2021-09-05,20:23:23,Connaught Place Police Station,Kolkata,West Bengal,Murder,FIR002997
2022-08-18,18:17:03,Connaught Place Police Station,Mumbai,Maharashtra,Theft,FIR002998
2022-04-09,02:10:27,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR002999
2023-12-20,01:32:56,Connaught Place Police Station,Ahmedabad,Gujarat,Theft,FIR003000
2022-06-30,10:40:22,Sector 18 Police Station,New Delhi,Delhi,Theft,FIR003001
2022-02-08,23:59:20,MG Road Police Station,Hyderabad,Telangana,Robbery,FIR003002
2022-04-06,14:15:02,Nungambakkam Police Station,Hyderabad,Telangana,Theft,FIR003003
2020-10-24,01:33:45,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Murder,FIR003004
2020-12-24,03:06:47,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR003005
2023-03-24,06:46:54,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR003006
2023-08-16,22:37:18,Cantonment Police Station,Lucknow,Uttar Pradesh,Assault,FIR003007
2023-06-21,09:50:01,Cantonment Police Station,Patna,Bihar,Kidnapping,FIR003008
2022-11-06,06:33:07,Park Street Police Station,Jaipur,Rajasthan,Cyber Crime,FIR003009
2022-04-11,19:26:17,Bandra Police Station,Lucknow,Uttar Pradesh,Murder,FIR003010
2021-05-16,05:59:20,Park Street Police Station,Kolkata,West Bengal,Fraud,FIR003011
2021-01-01,18:59:58,Cantonment Police Station,Lucknow,Uttar Pradesh,Murder,FIR003012
2022-11-09,16:09:03,Nungambakkam Police Station,New Delhi,Delhi,Cyber Crime,FIR003013
2021-04-24,23:46:06,Bandra Police Station,Jaipur,Rajasthan,Fraud,FIR003014
2024-01-16,01:55:02,Cantonment Police Station,Jaipur,Rajasthan,Kidnapping,FIR003015
2022-11-22,07:29:11,Connaught Place Police Station,Chennai,Tamil Nadu,Assault,FIR003016
2021-08-28,12:37:58,Lajpat Nagar Police Station,Patna,Bihar,Murder,FIR003017
2024-01-08,06:18:11,MG Road Police Station,Bengaluru,Karnataka,Assault,FIR003018
2022-07-17,05:05:05,Connaught Place Police Station,Patna,Bihar,Robbery,FIR003019
2022-04-25,19:14:07,Bandra Police Station,Hyderabad,Telangana,Theft,FIR003020
2023-08-17,22:31:29,Cantonment Police Station,New Delhi,Delhi,Assault,FIR003021
2023-09-27,15:21:12,Nungambakkam Police Station,Chennai,Tamil Nadu,Theft,FIR003022
2022-03-14,19:44:44,Connaught Place Police Station,Chennai,Tamil Nadu,Murder,FIR003023
2023-10-19,02:00:03,Sector 18 Police Station,Jaipur,Rajasthan,Murder,FIR003024
2024-01-05,13:22:05,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Theft,FIR003025
2024-02-28,16:48:16,Bandra Police Station,Lucknow,Uttar Pradesh,Assault,FIR003026
2021-03-26,14:28:54,Nungambakkam Police Station,Kolkata,West Bengal,Fraud,FIR003027
2024-04-17,21:17:02,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR003028
2023-03-29,02:04:14,Park Street Police Station,Bengaluru,Karnataka,Kidnapping,FIR003029
2024-04-17,05:20:09,Sector 18 Police Station,Kolkata,West Bengal,Fraud,FIR003030
2020-09-25,02:56:20,Sector 18 Police Station,Ahmedabad,Gujarat,Kidnapping,FIR003031
2023-08-24,12:02:21,Nungambakkam Police Station,Patna,Bihar,Fraud,FIR003032
2022-09-11,20:47:26,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR003033
2023-03-14,21:24:02,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Murder,FIR003034
2022-01-22,10:46:42,Lajpat Nagar Police Station,Hyderabad,Telangana,Murder,FIR003035
2024-06-14,09:12:14,Cantonment Police Station,Patna,Bihar,Theft,FIR003036
2024-02-05,14:03:46,Bandra Police Station,Hyderabad,Telangana,Fraud,FIR003037
2020-11-24,22:29:20,Lajpat Nagar Police Station,New Delhi,Delhi,Murder,FIR003038
2023-06-27,15:46:04,Cantonment Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR003039
2021-03-03,11:37:17,MG Road Police Station,Kolkata,West Bengal,Murder,FIR003040
2024-06-24,18:51:12,MG Road Police Station,Kolkata,West Bengal,Cyber Crime,FIR003041
2024-06-17,09:24:24,Nungambakkam Police Station,Ahmedabad,Gujarat,Murder,FIR003042
2023-03-24,10:02:00,Nungambakkam Police Station,Bengaluru,Karnataka,Kidnapping,FIR003043
2024-02-11,18:16:35,Cantonment Police Station,New Delhi,Delhi,Assault,FIR003044
2023-12-31,11:22:51,Nungambakkam Police Station,Bengaluru,Karnataka,Robbery,FIR003045
2020-09-28,22:39:48,MG Road Police Station,Mumbai,Maharashtra,Robbery,FIR003046
2023-12-16,05:35:23,MG Road Police Station,New Delhi,Delhi,Robbery,FIR003047
2023-08-19,18:04:20,Cantonment Police Station,New Delhi,Delhi,Kidnapping,FIR003048
2021-07-20,20:34:37,MG Road Police Station,Jaipur,Rajasthan,Kidnapping,FIR003049
2022-06-26,12:48:31,Lajpat Nagar Police Station,Kolkata,West Bengal,Robbery,FIR003050
2022-01-24,16:22:12,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR003051
2021-10-05,18:48:32,Bandra Police Station,Chennai,Tamil Nadu,Assault,FIR003052
2021-12-22,16:56:15,Cantonment Police Station,New Delhi,Delhi,Robbery,FIR003053
2022-03-11,23:20:01,Lajpat Nagar Police Station,Jaipur,Rajasthan,Murder,FIR003054
2022-04-18,22:07:58,Lajpat Nagar Police Station,Bengaluru,Karnataka,Theft,FIR003055
2021-08-13,03:39:58,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR003056
2023-05-09,02:00:45,Sector 18 Police Station,Kolkata,West Bengal,Theft,FIR003057
2022-10-21,21:48:18,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR003058
2022-09-29,09:46:54,Nungambakkam Police Station,Bengaluru,Karnataka,Assault,FIR003059
2022-06-08,11:14:31,Sector 18 Police Station,Bengaluru,Karnataka,Fraud,FIR003060
2022-12-28,20:09:45,Sector 18 Police Station,Jaipur,Rajasthan,Cyber Crime,FIR003061
2024-03-10,01:28:32,Connaught Place Police Station,Jaipur,Rajasthan,Cyber Crime,FIR003062
2024-03-23,15:12:33,Cantonment Police Station,Kolkata,West Bengal,Theft,FIR003063
2021-10-07,19:24:36,Bandra Police Station,Patna,Bihar,Cyber Crime,FIR003064
2022-09-01,03:10:06,Bandra Police Station,Patna,Bihar,Murder,FIR003065
2023-03-04,02:01:51,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR003066
2023-08-26,10:58:17,Bandra Police Station,Kolkata,West Bengal,Murder,FIR003067
2024-03-07,18:42:24,MG Road Police Station,Lucknow,Uttar Pradesh,Assault,FIR003068
2020-12-31,12:10:29,Cantonment Police Station,Hyderabad,Telangana,Murder,FIR003069
2022-06-26,20:10:58,Connaught Place Police Station,Lucknow,Uttar Pradesh,Assault,FIR003070
2020-11-15,04:40:23,Bandra Police Station,Kolkata,West Bengal,Murder,FIR003071
2021-01-18,03:22:37,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Assault,FIR003072
2024-05-29,04:59:16,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR003073
2024-09-05,11:12:37,Cantonment Police Station,Kolkata,West Bengal,Kidnapping,FIR003074
2022-01-04,06:35:32,Sector 18 Police Station,Bengaluru,Karnataka,Fraud,FIR003075
2021-09-13,06:33:07,Cantonment Police Station,Lucknow,Uttar Pradesh,Theft,FIR003076
2023-12-08,01:23:28,Park Street Police Station,Kolkata,West Bengal,Theft,FIR003077
2022-02-22,23:37:06,MG Road Police Station,Mumbai,Maharashtra,Murder,FIR003078
2023-08-28,22:36:02,Park Street Police Station,Jaipur,Rajasthan,Robbery,FIR003079
2022-05-23,18:52:03,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Fraud,FIR003080
2022-01-23,15:32:25,Park Street Police Station,Chennai,Tamil Nadu,Murder,FIR003081
2021-11-22,03:44:55,Park Street Police Station,Bengaluru,Karnataka,Theft,FIR003082
2021-12-16,19:56:44,Connaught Place Police Station,Kolkata,West Bengal,Cyber Crime,FIR003083
2020-11-21,14:56:56,Connaught Place Police Station,Lucknow,Uttar Pradesh,Assault,FIR003084
2021-11-23,06:39:24,Connaught Place Police Station,Patna,Bihar,Kidnapping,FIR003085
2021-02-25,17:20:20,Nungambakkam Police Station,Hyderabad,Telangana,Theft,FIR003086
2022-12-22,00:44:52,Park Street Police Station,Hyderabad,Telangana,Kidnapping,FIR003087
2022-09-03,12:45:02,Bandra Police Station,Jaipur,Rajasthan,Murder,FIR003088
2020-10-21,04:27:47,Nungambakkam Police Station,Hyderabad,Telangana,Fraud,FIR003089
2021-10-24,03:20:45,Sector 18 Police Station,Mumbai,Maharashtra,Cyber Crime,FIR003090
2023-05-13,22:55:42,Bandra Police Station,Bengaluru,Karnataka,Murder,FIR003091
2023-01-29,19:03:11,Connaught Place Police Station,New Delhi,Delhi,Theft,FIR003092
2023-01-24,06:42:26,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR003093
2020-09-15,03:18:24,Sector 18 Police Station,Jaipur,Rajasthan,Assault,FIR003094
2022-10-13,19:58:16,Nungambakkam Police Station,Patna,Bihar,Kidnapping,FIR003095
2022-12-11,08:04:32,Park Street Police Station,Lucknow,Uttar Pradesh,Fraud,FIR003096
2023-10-12,19:05:07,Sector 18 Police Station,Kolkata,West Bengal,Robbery,FIR003097
2022-06-04,22:18:59,Sector 18 Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR003098
2021-07-01,00:25:31,Connaught Place Police Station,New Delhi,Delhi,Murder,FIR003099
2024-02-20,17:45:51,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR003100
2022-04-18,02:20:33,Connaught Place Police Station,Patna,Bihar,Murder,FIR003101
2024-09-03,18:10:41,Sector 18 Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR003102
2023-10-21,01:01:34,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR003103
2023-07-26,00:08:45,Sector 18 Police Station,Hyderabad,Telangana,Assault,FIR003104
2023-05-20,08:34:05,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR003105
2021-02-15,14:03:58,MG Road Police Station,Jaipur,Rajasthan,Theft,FIR003106
2024-06-03,08:32:14,MG Road Police Station,Patna,Bihar,Kidnapping,FIR003107
2022-01-02,17:43:17,MG Road Police Station,Patna,Bihar,Murder,FIR003108
2023-02-19,01:33:34,Cantonment Police Station,Bengaluru,Karnataka,Cyber Crime,FIR003109
2022-09-17,00:53:13,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR003110
2021-03-04,08:14:32,Bandra Police Station,Ahmedabad,Gujarat,Robbery,FIR003111
2022-08-27,06:07:18,Bandra Police Station,Kolkata,West Bengal,Cyber Crime,FIR003112
2023-06-02,15:36:13,Bandra Police Station,Jaipur,Rajasthan,Cyber Crime,FIR003113
2022-01-13,08:15:41,Park Street Police Station,Hyderabad,Telangana,Assault,FIR003114
2022-01-23,02:22:02,Connaught Place Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR003115
2024-01-14,23:46:35,Nungambakkam Police Station,Patna,Bihar,Kidnapping,FIR003116
2022-02-16,22:23:12,Connaught Place Police Station,Patna,Bihar,Robbery,FIR003117
2023-12-10,15:29:21,Connaught Place Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR003118
2023-12-20,04:24:37,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR003119
2021-09-03,20:55:05,Connaught Place Police Station,Kolkata,West Bengal,Theft,FIR003120
2024-07-02,05:37:43,Lajpat Nagar Police Station,Hyderabad,Telangana,Murder,FIR003121
2020-12-06,08:00:00,Park Street Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR003122
2021-05-08,21:19:23,Bandra Police Station,Patna,Bihar,Theft,FIR003123
2024-08-20,12:55:24,Cantonment Police Station,Kolkata,West Bengal,Assault,FIR003124
2020-11-25,00:42:02,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR003125
2023-01-01,22:46:59,Sector 18 Police Station,Hyderabad,Telangana,Theft,FIR003126
2023-05-13,05:21:38,Park Street Police Station,Mumbai,Maharashtra,Murder,FIR003127
2021-10-03,07:41:38,Sector 18 Police Station,Jaipur,Rajasthan,Robbery,FIR003128
2022-12-31,14:33:45,Connaught Place Police Station,New Delhi,Delhi,Murder,FIR003129
2024-07-12,14:54:13,MG Road Police Station,Jaipur,Rajasthan,Fraud,FIR003130
2023-08-29,17:35:22,MG Road Police Station,Chennai,Tamil Nadu,Theft,FIR003131
2022-12-17,21:23:26,Connaught Place Police Station,Chennai,Tamil Nadu,Robbery,FIR003132
2022-05-10,20:11:48,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR003133
2023-07-16,01:52:03,Lajpat Nagar Police Station,Mumbai,Maharashtra,Murder,FIR003134
2023-01-09,00:46:38,Park Street Police Station,Mumbai,Maharashtra,Robbery,FIR003135
2020-10-23,01:39:13,MG Road Police Station,New Delhi,Delhi,Cyber Crime,FIR003136
2022-05-07,17:32:24,Nungambakkam Police Station,Mumbai,Maharashtra,Cyber Crime,FIR003137
2021-03-10,20:29:41,Lajpat Nagar Police Station,Kolkata,West Bengal,Murder,FIR003138
